Date,Close_TSLA,High_TSLA,Low_TSLA,Open_TSLA,Volume_TSLA,SMA_10,SMA_20,SMA_50,SMA_200,EMA_10,EMA_20,EMA_50,RSI_14,MACD,MACD_Signal,MACD_Histogram,ROC_12,BB_Middle,BB_Upper,BB_Lower,ATR_14,Volatility_20,Sentiment_1d,Sentiment_3d,Sentiment_7d,News_Volume_7d,Sentiment_Momentum
2020-10-15 04:00:00,149.6266632080078,152.19000244140625,147.5,150.10333251953125,107017200,144.63666381835938,142.4633316040039,134.27006591796874,75.65274651527405,146.26418708514302,143.08546730705223,131.84218813329815,56.88473132575931,4.327551087057657,3.8332254948235818,0.494325592234075,7.113365733363453,142.4633316040039,156.16406657443258,128.76259663357524,5.959761483328683,65.80935119410977,0.0,0.0,0.0,0.0,0.0
2020-10-16 04:00:00,146.55667114257812,151.98333740234375,146.28334045410156,151.47999572753906,98327700,145.45599822998048,142.4219985961914,135.21509262084962,76.24210987091064,146.31736600467667,143.41605814853088,132.41922668268168,54.2670509002664,4.089144660517377,3.884409327962341,0.20473533255503584,2.4847986516239207,142.4219985961914,156.0651038315335,128.7788933608493,5.873094831194196,64.53164804883198,0.0,0.0,0.0,0.0,0.0
2020-10-19 04:00:00,143.61000061035156,149.0,142.9566650390625,148.74667358398438,108863400,145.6276657104492,142.11266555786133,136.15034591674805,76.81248987197876,145.825117751163,143.4345288591805,132.85808056219815,51.80297204779411,3.620697022788079,3.831666866927489,-0.21096984413941033,-3.8669261777460218,142.11266555786133,155.32549808641465,128.899833029308,5.902380807059152,64.64271417898414,0.0,0.0,0.0,0.0,0.0
2020-10-20 04:00:00,140.64666748046875,143.9166717529297,139.68333435058594,143.9166717529297,94968900,145.89299926757812,142.0744987487793,137.07185256958007,77.36520987510681,144.88358133830948,143.16901825168415,133.1635153433068,49.37491801050732,2.976026891439261,3.6605388718298437,-0.6845119803905826,1.6502497469336186,142.0744987487793,155.30028109593385,128.84871640162473,5.850953238351004,61.83261380302568,0.0,0.0,0.0,0.0,0.0
2020-10-21 04:00:00,140.8800048828125,144.31666564941406,140.4166717529297,140.89999389648438,97111500,145.80433349609376,142.77916564941407,138.05693267822267,77.9132565689087,144.1556583464009,142.95101697845828,133.46612277622862,49.575335332838414,2.4556424287011964,3.4195595832041144,-0.9639171545029179,-0.7141427668270972,142.77916564941407,153.91142476687176,131.64690653195638,5.656428745814732,48.155181140504205,0.0,0.0,0.0,0.0,0.0
2020-10-22 04:00:00,141.92999267578125,148.41000366210938,141.50332641601562,147.30667114257812,119979600,145.8,143.4124984741211,138.8225192260742,78.45885986328125,143.7509918608337,142.85377656867954,133.79803924287776,50.52450583127315,2.1037089849272945,3.156389463548751,-1.0526804786214563,2.8527905748318982,143.4124984741211,152.573921096661,134.2510758515812,5.404761178152902,47.885914331356915,0.0,0.0,0.0,0.0,0.0
2020-10-23 04:00:00,140.2100067138672,140.9633331298828,135.7933349609375,140.6133270263672,101151000,145.35433349609374,143.6339988708496,139.46538604736327,78.99946323394775,143.10717637956705,142.60198896345932,134.04948894762245,48.900672759536754,1.6667969054083756,2.858470951920676,-1.1916740465123006,-1.0980408618399662,143.6339988708496,152.2142093896106,135.05378835208862,5.401427132742746,45.10516940288818,0.0,0.0,0.0,0.0,0.0
2020-10-26 04:00:00,140.0933380126953,141.9199981689453,136.6666717529297,137.2100067138672,84717600,144.62033386230468,143.61866607666016,140.06630615234374,79.54054658889771,142.55920576740854,142.36306982529132,134.28650263644883,48.78613468915628,1.2961851301316472,2.5460137875628703,-1.2498286574312232,-1.324185081323126,143.61866607666016,152.22426827695801,135.0130638763623,5.235474722726004,43.49030323483029,0.0,0.0,0.0,0.0,0.0
2020-10-27 04:00:00,141.55999755859375,143.5,140.03334045410156,141.25332641601562,68059500,143.88800048828125,143.71216583251953,140.44998611450194,80.07339324951172,142.37753154762402,142.2865867522725,134.57173773143492,50.36020680392467,1.1080469209109367,2.2584204142324835,-1.1503734933215468,-2.1474705657441917,143.71216583251953,152.1775345764738,135.24679708856527,5.100949968610491,43.58799838730933,0.0,0.0,0.0,0.0,0.0
2020-10-28 04:00:00,135.33999633789062,139.53334045410156,135.3333282470703,138.82666015625,76354200,142.0453338623047,143.3289993286133,140.64066604614257,80.57078657150268,141.09797969130884,141.62500671280756,134.6018655199234,44.16117917948094,0.4518354411416112,1.8971034196143093,-1.445267978472698,-8.202580553416928,143.3289993286133,152.58615769898182,134.07184095824476,5.219521658761161,45.49135758725316,0.0,0.0,0.0,0.0,0.0
2020-10-29 04:00:00,136.94332885742188,139.35333251953125,135.48666381835938,136.65333557128906,67965900,140.7770004272461,142.70683212280272,140.8748258972168,81.08266988754272,140.3425886306021,141.17913263134227,134.69368761159,46.0061856370115,0.06046168571637622,1.5297750728347228,-1.4693133871183466,-8.019703977096748,142.70683212280272,151.92227336288,133.49139088272545,5.299760001046317,42.381567083401514,0.0,0.0,0.0,0.0,0.0
